taxonID,seqID,log2FPKM+1,accessionNumber,blastHit,blastSpecies,gene,geneFamily,eValue,TPM,FPKM,assembler,output,genes_type,transcript_rank
Chmu3332VG,TRINITY_DN27056_c0_g1::TRINITY_DN27056_c0_g1_i1::g.10845::m.10845,2.611172380044005,ETE64604.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,5.28e-166,1.69,5.11,Trinity,Merger,Toxin,83
Chmu3332VG,TRINITY_DN24667_c0_g1::TRINITY_DN24667_c0_g1_i1::g.12038::m.12038,2.608809242675524,ETE67608.1_1,Opha Zinc finger and BTB domain containing protein 44  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 44  ,ThreeFTXs,0,1.68,5.1,Trinity,Merger,Toxin,84
Chmu3332VG,TRINITY_DN924_c0_g1::TRINITY_DN924_c0_g1_i2::g.11913::m.11913,2.604071323668861,gi|521756095|gb|GAAZ01001765.1|,TSA  Crotalus horridus Chorr PHDFinger20 mRNA sequence,Crotalus horridus,PHDFinger20 mRNA sequence,ThreeFTXs,0,1.68,5.08,Trinity,Merger,Toxin,85
Chmu3332VG,TRINITY_DN25976_c0_g1::TRINITY_DN25976_c0_g1_i1::g.3950::m.3950,2.5921580021253603,gi|752779202|gb|GBSH01001858.1|,TSA  Boiga irregularis Birre NUCr1 transcribed RNA sequence,Boiga irregularis,NUCr1 transcribed RNA sequence,Other,0,1.66,5.03,Trinity,Merger,Toxin,86
Chmu3332VG,TRINITY_DN3182_c0_g1::TRINITY_DN3182_c0_g1_i1::g.5578::m.5578,2.5777309314900805,ETE58463.1_1,Opha Atrial natriuretic peptide receptor 2  ,Ophiophagus hannah,Atrial natriuretic peptide receptor 2  ,Other,4.66e-160,1.64,4.97,Trinity,Merger,Toxin,87
Chmu3332VG,TRINITY_DN8895_c0_g2::TRINITY_DN8895_c0_g2_i1::g.11198::m.11198,2.575312330687437,ETE70256.1_1,Opha NF X1 type zinc finger protein NFXL1  ,Ophiophagus hannah,NF-X1-type zinc finger protein NFXL1  ,ThreeFTXs,3.57e-29,1.64,4.96,Trinity,Merger,Toxin,88
Chmu3332VG,TRINITY_DN2345_c0_g1::TRINITY_DN2345_c0_g1_i3::g.8333::m.8333,2.5631581304028077,ETE67953.1_1,Opha RING finger protein 31  ,Ophiophagus hannah,RING finger protein 31  ,ThreeFTXs,1.16e-55,1.62,4.91,Trinity,Merger,Toxin,89
Chmu3332VG,TRINITY_DN1984_c0_g2::TRINITY_DN1984_c0_g2_i1::g.7469::m.7469,2.5533605033353277,gi|537459640|gb|GAEP01001109.1|,TSA  Micrurus fulvius Mfulv PHDFinger14 mRNA sequence,Micrurus fulvius,PHDFinger14 mRNA sequence,ThreeFTXs,0,1.61,4.87,Trinity,Merger,Toxin,90
Chmu3332VG,TRINITY_DN22417_c0_g1::TRINITY_DN22417_c0_g1_i1::g.9867::m.9867,2.5533605033353277,ETE70607.1_1,Opha Zinc finger and BTB domain containing protein 41  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 41  ,ThreeFTXs,0,1.61,4.87,Trinity,Merger,Toxin,91
Chmu3332VG,TRINITY_DN8747_c0_g1::TRINITY_DN8747_c0_g1_i1::g.1381::m.1381,2.5533605033353277,gi|752778946|gb|GBSH01001986.1|,TSA  Boiga irregularis Birre PLA2Inh 1 transcribed RNA sequence,Boiga irregularis,PLA2Inh-1 transcribed RNA sequence,PLA2,3.06e-144,1.61,4.87,Trinity,Merger,Toxin,92
Chmu3332VG,TRINITY_DN2810_c0_g1::TRINITY_DN2810_c0_g1_i3::g.7261::m.7261,2.5459683691052923,ETE73455.1_1,Opha PHD and RING finger domain containing protein 1  ,Ophiophagus hannah,PHD and RING finger domain-containing protein 1  ,ThreeFTXs,0,1.6,4.84,Trinity,Merger,Toxin,93
Chmu3332VG,TRINITY_DN1640_c0_g1::TRINITY_DN1640_c0_g1_i1::g.15990::m.15990,2.5434958834257717,ETE58238.1_1,Opha Zinc finger CCHC type and RNA binding motif containing protein 1 ,Ophiophagus hannah,Zinc finger CCHC-type and RNA-binding motif-containing protein 1 ,ThreeFTXs,4.25e-109,1.59,4.83,Trinity,Merger,Toxin,94
Chmu3332VG,TRINITY_DN24852_c0_g1::TRINITY_DN24852_c0_g1_i1::g.6254::m.6254,2.5185351389821804,ETE73455.1_1,Opha PHD and RING finger domain containing protein 1  ,Ophiophagus hannah,PHD and RING finger domain-containing protein 1  ,ThreeFTXs,0,1.56,4.73,Trinity,Merger,Toxin,95
Chmu3332VG,TRINITY_DN14261_c0_g1::TRINITY_DN14261_c0_g1_i1::g.4460::m.4460,2.495695162624069,ETE62789.1_1,Opha PHD finger protein 20 like protein 1 ,Ophiophagus hannah,PHD finger protein 20-like protein 1 ,ThreeFTXs,0,1.53,4.64,Trinity,Merger,Toxin,96
Chmu3332VG,TRINITY_DN4429_c0_g1::TRINITY_DN4429_c0_g1_i1::g.15762::m.15762,2.495695162624069,gi|537459640|gb|GAEP01001109.1|,TSA  Micrurus fulvius Mfulv PHDFinger14 mRNA sequence,Micrurus fulvius,PHDFinger14 mRNA sequence,ThreeFTXs,5.48e-166,1.53,4.64,Trinity,Merger,Toxin,97
Chmu3332VG,TRINITY_DN7799_c0_g1::TRINITY_DN7799_c0_g1_i1::g.7581::m.7581,2.495695162624069,ETE72835.1_1,Opha Sentrin specific protease 6  ,Ophiophagus hannah,Sentrin-specific protease 6  ,SVSP,0,1.53,4.64,Trinity,Merger,Toxin,98
Chmu3332VG,TRINITY_DN17107_c0_g1::TRINITY_DN17107_c0_g1_i1::g.2287::m.2287,2.4724877714627436,gi|752782923|gb|GBSH01000070.1|,TSA  Boiga irregularis Birre CTL 2 transcribed RNA sequence,Boiga irregularis,CTL-2 transcribed RNA sequence,Other,0,1.5,4.55,Trinity,Merger,Toxin,99
Chmu3332VG,TRINITY_DN3762_c0_g1::TRINITY_DN3762_c0_g1_i1::g.7188::m.7188,2.4620523187964327,ETE57731.1_1,Opha Zinc finger BED domain containing protein 4 ,Ophiophagus hannah,Zinc finger BED domain-containing protein 4 ,ThreeFTXs,0,1.49,4.51,Trinity,Merger,Toxin,100
Chmu3332VG,TRINITY_DN20709_c0_g1::TRINITY_DN20709_c0_g1_i1::g.10588::m.10588,2.454175893185802,ETE68993.1_1,Opha Ufm1 specific protease 2 ,Ophiophagus hannah,Ufm1-specific protease 2 ,SVSP,0,1.48,4.48,Trinity,Merger,Toxin,101
Chmu3332VG,TRINITY_DN7362_c0_g1::TRINITY_DN7362_c0_g1_i1::g.12656::m.12656,2.454175893185802,ETE73015.1_1,Opha Bromodomain adjacent to zinc finger domain protein 1A  ,Ophiophagus hannah,Bromodomain adjacent to zinc finger domain protein 1A  ,ThreeFTXs,4.61e-41,1.48,4.48,Trinity,Merger,Toxin,102
Chmu3332VG,TRINITY_DN4255_c0_g1::TRINITY_DN4255_c0_g1_i1::g.2901::m.2901,2.4515408330178317,ETE62980.1_1,Opha putative phospholipase B like 2  ,Ophiophagus hannah,putative phospholipase B-like 2  ,PLB,0,1.48,4.47,Trinity,Merger,Toxin,103
Chmu3332VG,TRINITY_DN15254_c0_g1::TRINITY_DN15254_c0_g1_i1::g.14083::m.14083,2.4059923596758366,ETE73877.1_1,Opha Bromodomain adjacent to zinc finger domain protein 2A  ,Ophiophagus hannah,Bromodomain adjacent to zinc finger domain protein 2A  ,ThreeFTXs,1.69e-158,1.42,4.3,Trinity,Merger,Toxin,104
Chmu3332VG,TRINITY_DN3390_c0_g1::TRINITY_DN3390_c0_g1_i2::g.12143::m.12143,2.400537929583729,ETE57819.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,8.24e-18,1.41,4.28,Trinity,Merger,Toxin,105
Chmu3332VG,TRINITY_DN2905_c0_g1::TRINITY_DN2905_c0_g1_i4::g.1176::m.1176,2.3978029618624896,ETE57550.1_1,Opha Zinc finger and SCAN domain containing protein 18  ,Ophiophagus hannah,Zinc finger and SCAN domain-containing protein 18  ,ThreeFTXs,6.89e-73,1.41,4.27,Trinity,Merger,Toxin,106
Chmu3332VG,TRINITY_DN3981_c0_g1::TRINITY_DN3981_c0_g1_i1::g.4974::m.4974,2.3923174227787602,ETE60032.1_1,Opha Zinc finger HIT domain containing protein 2  ,Ophiophagus hannah,Zinc finger HIT domain-containing protein 2  ,ThreeFTXs,4.59e-171,1.4,4.25,Trinity,Merger,Toxin,107
Chmu3332VG,TRINITY_DN12761_c0_g1::TRINITY_DN12761_c0_g1_i1::g.5197::m.5197,2.3812833725037836,gi|752781036|gb|GBSH01000956.1|,TSA  Boiga irregularis Birre ElongFattyAcid5 transcribed RNA sequence,Boiga irregularis,ElongFattyAcid5 transcribed RNA sequence,Other,0,1.39,4.21,Trinity,Merger,Toxin,108
Chmu3332VG,TRINITY_DN26548_c0_g1::TRINITY_DN26548_c0_g1_i1::g.15491::m.15491,2.3812833725037836,gi|752778936|gb|GBSH01001991.1|,TSA  Boiga irregularis Birre PLA2InhB transcribed RNA sequence,Boiga irregularis,PLA2InhB transcribed RNA sequence,PLA2,0,1.39,4.21,Trinity,Merger,Toxin,109
Chmu3332VG,TRINITY_DN20064_c0_g1::TRINITY_DN20064_c0_g1_i1::g.15283::m.15283,2.3645724322958563,ETE73071.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,1.37,4.15,Trinity,Merger,Toxin,110
Chmu3332VG,TRINITY_DN9504_c0_g2::TRINITY_DN9504_c0_g2_i1::g.13209::m.13209,2.3533232911628965,ETE74124.1_1,Opha putative helicase with zinc finger domain protein  ,Ophiophagus hannah,putative helicase with zinc finger domain protein  ,ThreeFTXs,0,1.36,4.11,Trinity,Merger,Toxin,111
Chmu3332VG,TRINITY_DN10089_c0_g1::TRINITY_DN10089_c0_g1_i1::g.5902::m.5902,2.344828496997441,ETE66122.1_1,Opha Zinc finger and BTB domain containing protein 17  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 17  ,ThreeFTXs,0,1.35,4.08,Trinity,Merger,Toxin,112
Chmu3332VG,TRINITY_DN704_c0_g2::TRINITY_DN704_c0_g2_i1::g.14443::m.14443,2.344828496997441,ETE67375.1_1,Opha PHD finger protein 3  ,Ophiophagus hannah,PHD finger protein 3  ,ThreeFTXs,6.96e-92,1.35,4.08,Trinity,Merger,Toxin,113
Chmu3332VG,TRINITY_DN23432_c0_g1::TRINITY_DN23432_c0_g1_i1::g.14097::m.14097,2.341985747228616,ETE60380.1_1,Opha Matrix metalloproteinase 23  ,Ophiophagus hannah,Matrix metalloproteinase-23  ,SVMP,6.53e-81,1.34,4.07,Trinity,Merger,Toxin,114
Chmu3332VG,TRINITY_DN24033_c0_g1::TRINITY_DN24033_c0_g1_i1::g.9625::m.9625,2.3362833878644325,ETE73071.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,1.34,4.05,Trinity,Merger,Toxin,115
Chmu3332VG,TRINITY_DN13894_c0_g1::TRINITY_DN13894_c0_g1_i1::g.3099::m.3099,2.3305584000308026,ETE66148.1_1,Opha Zinc finger ZZ type and EF hand domain containing protein 1  ,Ophiophagus hannah,Zinc finger ZZ-type and EF-hand domain-containing protein 1  ,ThreeFTXs,0,1.33,4.03,Trinity,Merger,Toxin,116
Chmu3332VG,TRINITY_DN24362_c0_g1::TRINITY_DN24362_c0_g1_i1::g.7701::m.7701,2.3305584000308026,ETE65190.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,1.33,4.03,Trinity,Merger,Toxin,117
Chmu3332VG,TRINITY_DN2893_c0_g2::TRINITY_DN2893_c0_g2_i1::g.7318::m.7318,2.319039815562536,gi|752776302|gb|GBSH01003202.1|,TSA  Boiga irregularis Birre ZnFinger CCCH 7A transcribed RNA sequence,Boiga irregularis,ZnFinger-CCCH-7A transcribed RNA sequence,ThreeFTXs,0,1.32,3.99,Trinity,Merger,Toxin,118
Chmu3332VG,TRINITY_DN11518_c0_g1::TRINITY_DN11518_c0_g1_i1::g.7097::m.7097,2.3161457422933562,ETE60391.1_1,Opha Zinc finger and BTB domain containing protein 7B  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 7B  ,ThreeFTXs,1.51e-172,1.31,3.98,Trinity,Merger,Toxin,119
Chmu3332VG,TRINITY_DN758_c0_g1::TRINITY_DN758_c0_g1_i13::g.14628::m.14628,2.3132458517875616,ETE63823.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,4.29e-6,1.31,3.97,Trinity,Merger,Toxin,120
Chmu3332VG,TRINITY_DN6330_c0_g1::TRINITY_DN6330_c0_g1_i1::g.9064::m.9064,2.3015876466031866,ETE71841.1_1,Opha Zinc finger and BTB domain containing protein 10  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 10  ,ThreeFTXs,0,1.3,3.93,Trinity,Merger,Toxin,121
Chmu3332VG,TRINITY_DN263_c0_g1::TRINITY_DN263_c0_g1_i18::g.4631::m.4631,2.2957230245399685,ETE73176.1_1,Opha LON peptidase N terminal domain and RING finger protein 3  ,Ophiophagus hannah,LON peptidase N-terminal domain and RING finger protein 3  ,ThreeFTXs,3.7e-133,1.29,3.91,Trinity,Merger,Toxin,122
Chmu3332VG,TRINITY_DN11799_c0_g1::TRINITY_DN11799_c0_g1_i1::g.10707::m.10707,2.2720231890610485,ETE72835.1_1,Opha Sentrin specific protease 6  ,Ophiophagus hannah,Sentrin-specific protease 6  ,SVSP,1.29e-162,1.26,3.83,Trinity,Merger,Toxin,123
Chmu3332VG,TRINITY_DN26773_c0_g1::TRINITY_DN26773_c0_g1_i1::g.3662::m.3662,2.2720231890610485,ETE70242.1_1,Opha Zinc finger and BTB domain containing protein 8A  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 8A  ,ThreeFTXs,4.41e-79,1.26,3.83,Trinity,Merger,Toxin,124
Chmu3332VG,TRINITY_DN11523_c0_g1::TRINITY_DN11523_c0_g1_i1::g.7090::m.7090,2.269033146455237,ETE63256.1_1,Opha RING finger protein ,Ophiophagus hannah,RING finger protein ,ThreeFTXs,3.07e-45,1.26,3.82,Trinity,Merger,Toxin,125
Chmu3332VG,TRINITY_DN17555_c0_g1::TRINITY_DN17555_c0_g1_i1::g.15622::m.15622,2.2600256559614555,ETE63215.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,1.61e-144,1.25,3.79,Trinity,Merger,Toxin,126
Chmu3332VG,TRINITY_DN24494_c0_g1::TRINITY_DN24494_c0_g1_i1::g.7725::m.7725,2.2357270598380583,ETE58463.1_1,Opha Atrial natriuretic peptide receptor 2  ,Ophiophagus hannah,Atrial natriuretic peptide receptor 2  ,Other,8.48e-99,1.22,3.71,Trinity,Merger,Toxin,127
Chmu3332VG,TRINITY_DN18893_c0_g1::TRINITY_DN18893_c0_g1_i1::g.7201::m.7201,2.229587922740652,ETE63547.1_1,Opha Cysteine protease ATG4B  ,Ophiophagus hannah,Cysteine protease ATG4B  ,SVSP,0,1.22,3.69,Trinity,Merger,Toxin,128
Chmu3332VG,TRINITY_DN12376_c0_g1::TRINITY_DN12376_c0_g1_i1::g.6964::m.6964,2.2078928516413328,ETE63615.1_1,Opha Zinc finger X chromosomal protein  ,Ophiophagus hannah,Zinc finger X-chromosomal protein  ,ThreeFTXs,3.59e-178,1.19,3.62,Trinity,Merger,Toxin,129
Chmu3332VG,TRINITY_DN12794_c0_g1::TRINITY_DN12794_c0_g1_i1::g.5183::m.5183,2.2078928516413328,gi|521754653|gb|GAAZ01002267.1|,TSA  Crotalus horridus SerArgSplicingFactor12 mRNA sequence,Crotalus horridus,SerArgSplicingFactor12 mRNA sequence,Other,6.22e-151,1.19,3.62,Trinity,Merger,Toxin,130
Chmu3332VG,TRINITY_DN24363_c0_g1::TRINITY_DN24363_c0_g1_i1::g.7698::m.7698,2.1984941536390834,ETE69157.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,1.57e-31,1.18,3.59,Trinity,Merger,Toxin,131
Chmu3332VG,TRINITY_DN24441_c0_g1::TRINITY_DN24441_c0_g1_i1::g.7712::m.7712,2.1984941536390834,ETE70256.1_1,Opha NF X1 type zinc finger protein NFXL1  ,Ophiophagus hannah,NF-X1-type zinc finger protein NFXL1  ,ThreeFTXs,1.98e-50,1.18,3.59,Trinity,Merger,Toxin,132
Chmu3332VG,TRINITY_DN8036_c0_g2::TRINITY_DN8036_c0_g2_i1::g.5805::m.5805,2.1984941536390834,ETE59845.1_1,Opha Calcium independent phospholipase A2 gamma  ,Ophiophagus hannah,Calcium-independent phospholipase A2-gamma  ,PLA2,5.19e-91,1.18,3.59,Trinity,Merger,Toxin,133
Chmu3332VG,TRINITY_DN16007_c0_g1::TRINITY_DN16007_c0_g1_i1::g.13456::m.13456,2.1667154449664223,ETE61908.1_1,Opha RING finger protein 39  ,Ophiophagus hannah,RING finger protein 39  ,ThreeFTXs,6.19e-166,1.15,3.49,Trinity,Merger,Toxin,134
Chmu3332VG,TRINITY_DN13481_c0_g1::TRINITY_DN13481_c0_g1_i1::g.4946::m.4946,2.1634987322828794,ETE67608.1_1,Opha Zinc finger and BTB domain containing protein 44  ,Ophiophagus hannah,Zinc finger and BTB domain-containing protein 44  ,ThreeFTXs,2.39e-104,1.15,3.48,Trinity,Merger,Toxin,135
Chmu3332VG,TRINITY_DN28484_c0_g1::TRINITY_DN28484_c0_g1_i1::g.12616::m.12616,2.1634987322828794,ETE61564.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,2.5e-74,1.15,3.48,Trinity,Merger,Toxin,136
Chmu3332VG,TRINITY_DN6350_c0_g1::TRINITY_DN6350_c0_g1_i1::g.9031::m.9031,2.1634987322828794,ETE63615.1_1,Opha Zinc finger X chromosomal protein  ,Ophiophagus hannah,Zinc finger X-chromosomal protein  ,ThreeFTXs,1.35e-146,1.15,3.48,Trinity,Merger,Toxin,137
Chmu3332VG,TRINITY_DN8274_c0_g1::TRINITY_DN8274_c0_g1_i1::g.3298::m.3298,2.1634987322828794,ETE60236.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,3.92e-117,1.15,3.48,Trinity,Merger,Toxin,138
Chmu3332VG,TRINITY_DN24351_c0_g1::TRINITY_DN24351_c0_g1_i1::g.7691::m.7691,2.1473066987802936,ETE73039.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,1.35e-54,1.13,3.43,Trinity,Merger,Toxin,139
Chmu3332VG,TRINITY_DN11892_c0_g1::TRINITY_DN11892_c0_g1_i1::g.5635::m.5635,2.137503523749935,ETE70109.1_1,Opha ZZ type zinc finger containing protein 3  ,Ophiophagus hannah,ZZ-type zinc finger-containing protein 3  ,ThreeFTXs,0,1.12,3.4,Trinity,Merger,Toxin,140
Chmu3332VG,TRINITY_DN6099_c0_g1::TRINITY_DN6099_c0_g1_i1::g.2465::m.2465,2.1342209397606338,ETE67375.1_1,Opha PHD finger protein 3  ,Ophiophagus hannah,PHD finger protein 3  ,ThreeFTXs,0,1.12,3.39,Trinity,Merger,Toxin,141
Chmu3332VG,TRINITY_DN26935_c0_g1::TRINITY_DN26935_c0_g1_i1::g.13138::m.13138,2.127633279725874,ETE69788.1_1,Opha Zinc finger CCCH domain containing protein 6  ,Ophiophagus hannah,Zinc finger CCCH domain-containing protein 6  ,ThreeFTXs,1.06e-147,1.11,3.37,Trinity,Merger,Toxin,142
Chmu3332VG,TRINITY_DN9305_c0_g2::TRINITY_DN9305_c0_g2_i1::g.15926::m.15926,2.114367024952,ETE67338.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,2.77e-8,1.1,3.33,Trinity,Merger,Toxin,143
Chmu3332VG,TRINITY_DN23737_c0_g1::TRINITY_DN23737_c0_g1_i1::g.2845::m.2845,2.111031312388744,ETE74124.1_1,Opha putative helicase with zinc finger domain protein  ,Ophiophagus hannah,putative helicase with zinc finger domain protein  ,ThreeFTXs,0,1.1,3.32,Trinity,Merger,Toxin,144
Chmu3332VG,TRINITY_DN24670_c0_g1::TRINITY_DN24670_c0_g1_i1::g.12034::m.12034,2.1076878693143737,ETE74124.1_1,Opha putative helicase with zinc finger domain protein  ,Ophiophagus hannah,putative helicase with zinc finger domain protein  ,ThreeFTXs,0,1.09,3.31,Trinity,Merger,Toxin,145
Chmu3332VG,TRINITY_DN9511_c0_g1::TRINITY_DN9511_c0_g1_i1::g.13236::m.13236,2.097610796626422,ETE66795.1_1,Opha PHD finger protein 10  ,Ophiophagus hannah,PHD finger protein 10  ,ThreeFTXs,0,1.08,3.28,Trinity,Merger,Toxin,146
Chmu3332VG,TRINITY_DN17327_c0_g1::TRINITY_DN17327_c0_g1_i1::g.6000::m.6000,2.0874628412503395,ETE62789.1_1,Opha PHD finger protein 20 like protein 1 ,Ophiophagus hannah,PHD finger protein 20-like protein 1 ,ThreeFTXs,0,1.07,3.25,Trinity,Merger,Toxin,147
Chmu3332VG,TRINITY_DN14283_c0_g1::TRINITY_DN14283_c0_g1_i1::g.4498::m.4498,2.0806576633452254,ETE68171.1_1,Opha Zinc finger homeobox protein 3  ,Ophiophagus hannah,Zinc finger homeobox protein 3  ,ThreeFTXs,0,1.06,3.23,Trinity,Merger,Toxin,148
Chmu3332VG,TRINITY_DN416_c0_g1::TRINITY_DN416_c0_g1_i1::g.1654::m.1654,2.063502942306158,ETE59315.1_1,Opha Cysteine and histidine rich protein 1 B  ,Ophiophagus hannah,Cysteine and histidine-rich protein 1-B  ,CRISP,0,1.05,3.18,Trinity,Merger,Toxin,149
Chmu3332VG,TRINITY_DN13241_c0_g1::TRINITY_DN13241_c0_g1_i1::g.16240::m.16240,2.060047383669939,ETE73455.1_1,Opha PHD and RING finger domain containing protein 1  ,Ophiophagus hannah,PHD and RING finger domain-containing protein 1  ,ThreeFTXs,2.33e-144,1.05,3.17,Trinity,Merger,Toxin,150
Chmu3332VG,TRINITY_DN24856_c0_g1::TRINITY_DN24856_c0_g1_i1::g.6258::m.6258,2.060047383669939,ETE70109.1_1,Opha ZZ type zinc finger containing protein 3  ,Ophiophagus hannah,ZZ-type zinc finger-containing protein 3  ,ThreeFTXs,4.94e-156,1.05,3.17,Trinity,Merger,Toxin,151
Chmu3332VG,TRINITY_DN17100_c0_g1::TRINITY_DN17100_c0_g1_i1::g.1572::m.1572,2.039138393906958,ETE65190.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,1.03,3.11,Trinity,Merger,Toxin,152
Chmu3332VG,TRINITY_DN23088_c0_g1::TRINITY_DN23088_c0_g1_i1::g.16140::m.16140,2.0250287944915226,gi|521756095|gb|GAAZ01001765.1|,TSA  Crotalus horridus Chorr PHDFinger20 mRNA sequence,Crotalus horridus,PHDFinger20 mRNA sequence,ThreeFTXs,0,1.01,3.07,Trinity,Merger,Toxin,153
Chmu3332VG,TRINITY_DN14205_c0_g1::TRINITY_DN14205_c0_g1_i1::g.4491::m.4491,2.0214797274104517,ETE57861.1_1,Opha PHD finger protein 23  ,Ophiophagus hannah,PHD finger protein 23  ,ThreeFTXs,2.07e-167,1.01,3.06,Trinity,Merger,Toxin,154
Chmu3332VG,TRINITY_DN10430_c0_g1::TRINITY_DN10430_c0_g1_i1::g.3695::m.3695,NA,ETE67953.1_1,Opha RING finger protein 31  ,Ophiophagus hannah,RING finger protein 31  ,ThreeFTXs,1.01e-118,0.7,2.12,Trinity,Merger,Toxin,155
Chmu3332VG,TRINITY_DN10786_c0_g1::TRINITY_DN10786_c0_g1_i1::g.7389::m.7389,NA,ETE67342.1_1,Opha Soluble scavenger receptor cysteine rich domain containing protein SSC5D  ,Ophiophagus hannah,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D  ,CRISP,1.58e-92,0.5,1.52,Trinity,Merger,Toxin,156
Chmu3332VG,TRINITY_DN10964_c0_g1::TRINITY_DN10964_c0_g1_i1::g.11343::m.11343,NA,ETE68879.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,0.5,1.52,Trinity,Merger,Toxin,157
Chmu3332VG,TRINITY_DN11058_c0_g1::TRINITY_DN11058_c0_g1_i1::g.8840::m.8840,NA,ETE71390.1_1,Opha PR domain zinc finger protein 4  ,Ophiophagus hannah,PR domain zinc finger protein 4  ,ThreeFTXs,0,0.89,2.7,Trinity,Merger,Toxin,158
Chmu3332VG,TRINITY_DN11202_c0_g1::TRINITY_DN11202_c0_g1_i1::g.3451::m.3451,NA,ETE63086.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,0,0.96,2.91,Trinity,Merger,Toxin,159
Chmu3332VG,TRINITY_DN11316_c0_g1::TRINITY_DN11316_c0_g1_i1::g.12904::m.12904,NA,gi|752776302|gb|GBSH01003202.1|,TSA  Boiga irregularis Birre ZnFinger CCCH 7A transcribed RNA sequence,Boiga irregularis,ZnFinger-CCCH-7A transcribed RNA sequence,ThreeFTXs,9.36e-169,0.72,2.17,Trinity,Merger,Toxin,160
Chmu3332VG,TRINITY_DN11498_c0_g1::TRINITY_DN11498_c0_g1_i1::g.7049::m.7049,NA,ETE64098.1_1,Opha Endoplasmic reticulum metallopeptidase 1  ,Ophiophagus hannah,Endoplasmic reticulum metallopeptidase 1  ,SVMP,0,0.74,2.25,Trinity,Merger,Toxin,161
Chmu3332VG,TRINITY_DN12169_c0_g1::TRINITY_DN12169_c0_g1_i1::g.12709::m.12709,NA,gi|521755955|gb|GAAZ01001811.1|,TSA  Crotalus horridus PlasmaProteaseC1Inhib mRNA sequence,Crotalus horridus,PlasmaProteaseC1Inhib mRNA sequence,SVSP,0,0.48,1.47,Trinity,Merger,Toxin,162
Chmu3332VG,TRINITY_DN14632_c0_g1::TRINITY_DN14632_c0_g1_i1::g.2988::m.2988,NA,ETE73362.1_1,Opha Zinc finger protein ,Ophiophagus hannah,Zinc finger protein ,ThreeFTXs,0,0.89,2.71,Trinity,Merger,Toxin,163
Chmu3332VG,TRINITY_DN14687_c0_g1::TRINITY_DN14687_c0_g1_i1::g.2999::m.2999,NA,ETE74124.1_1,Opha putative helicase with zinc finger domain protein  ,Ophiophagus hannah,putative helicase with zinc finger domain protein  ,ThreeFTXs,5.05e-156,0,0,Trinity,Merger,Toxin,164
Chmu3332VG,TRINITY_DN14909_c0_g1::TRINITY_DN14909_c0_g1_i1::g.6621::m.6621,NA,ETE72963.1_1,Opha Lon protease like 2  peroxisomal  ,Ophiophagus hannah,"Lon protease-like 2, peroxisomal  ",SVSP,0,0.59,1.79,Trinity,Merger,Toxin,165
Chmu3332VG,TRINITY_DN15298_c0_g1::TRINITY_DN15298_c0_g1_i1::g.14059::m.14059,NA,ETE72880.1_1,Opha Zinc finger protein  ,Ophiophagus hannah,Zinc finger protein  ,ThreeFTXs,2.57e-179,0,0,Trinity,Merger,Toxin,166
Chmu3332VG,TRINITY_DN15877_c0_g1::TRINITY_DN15877_c0_g1_i1::g.15865::m.15865,NA,ETE67953.1_1,Opha RING finger protein 31  ,Ophiophagus hannah,RING finger protein 31  ,ThreeFTXs,1.22e-85,0.83,2.53,Trinity,Merger,Toxin,167
